"Meet Date","Meet Name","Meet Type","Sanction Number","Meet Location","Website","Unique Identification"
2023-11-04,"Liftsgiving Open","Local","CT-2023-05","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=120899","2023-11-04-Liftsgiving Open"
2023-11-04,"BBB Unite #2","Local","AUS-2023-29","Australia","https://usapl.liftingdatabase.com/competitions-view?id=120905","2023-11-04-BBB Unite #2"
2023-11-04,"Hometown Money Meet","Local","MD-2023-09","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=120956","2023-11-04-Hometown Money Meet"
2023-11-04,"RGV Fall Classic","Local","TX-2023-27","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120994","2023-11-04-RGV Fall Classic"
2023-10-28,"Day of the Deads","Local","GA-2023-08","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=120837","2023-10-28-Day of the Deads"
2023-10-28,"Western MASSacre","Local","MA-2023-13","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=120839","2023-10-28-Western MASSacre"
2023-10-28,"Korea Spartan Series","Local","KOR-2023-08","South Korea","https://usapl.liftingdatabase.com/competitions-view?id=120840","2023-10-28-Korea Spartan Series"
2023-10-28,"AAO Lift Games","Local","CA-2023-30","California","https://usapl.liftingdatabase.com/competitions-view?id=120844","2023-10-28-AAO Lift Games"
2023-10-28,"Philadelphia Fall Showdown","Local","PA-2023-26","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=120845","2023-10-28-Philadelphia Fall Showdown"
2023-10-28,"Resurgence Autumn Classic","Local","NJ-2023-11","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=120847","2023-10-28-Resurgence Autumn Classic"
2023-10-28,"H-Town Showdown","Local","TX-2023-33","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120848","2023-10-28-H-Town Showdown"
2023-10-28,"Arizona Fall Classic","Local","AZ-2023-03","Arizona","https://usapl.liftingdatabase.com/competitions-view?id=120849","2023-10-28-Arizona Fall Classic"
2023-10-28,"JPS Spring Showdown","Local","AUS-2023-10","Australia","https://usapl.liftingdatabase.com/competitions-view?id=120854","2023-10-28-JPS Spring Showdown"
2023-10-28,"North Alabama Open","Local","AL-2023-02","Alabama","https://usapl.liftingdatabase.com/competitions-view?id=120867","2023-10-28-North Alabama Open"
2023-10-21,"D-Town Showdown","Local","TX 2023-43","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120832","2023-10-21-D-Town Showdown"
2023-10-21,"SBWC Fall Classic","Local","NY-2023-25","New York","https://usapl.liftingdatabase.com/competitions-view?id=120834","2023-10-21-SBWC Fall Classic"
2023-10-21,"Pittsburgh Collegiate Cup","Local","PA-2023-24","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=120835","2023-10-21-Pittsburgh Collegiate Cup"
2023-10-21,"Odyssey Barbell Club Classic","Local","NH-2023-05","New Hampshire","https://usapl.liftingdatabase.com/competitions-view?id=120846","2023-10-21-Odyssey Barbell Club Classic"
2023-10-15,"Rookie Rumble II","Local","FL-2023-11","Florida","https://usapl.liftingdatabase.com/competitions-view?id=120981","2023-10-15-Rookie Rumble II"
2023-10-14,"Monster Mass Showdown","Local","CT-2023-08","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=120898","2023-10-14-Monster Mass Showdown"
2023-10-14,"Push/Pull for Pink","Local","TX-2023-48","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120965","2023-10-14-Push/Pull for Pink"
2023-10-14,"Bay Area Barbell's Breaking BAB","Local","CA-2023-34","California","https://usapl.liftingdatabase.com/competitions-view?id=120986","2023-10-14-Bay Area Barbell's Breaking BAB"
2023-10-14,"Beyond Limits Fall Classic","Local","OH-2023-15","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120817","2023-10-14-Beyond Limits Fall Classic"
2023-10-14,"KILOS for Cancer","Local","VT-2023-02","Vermont","https://usapl.liftingdatabase.com/competitions-view?id=120818","2023-10-14-KILOS for Cancer"
2023-10-14,"Raleighwood Rumble","Local","NC-2023-09","North Carolina","https://usapl.liftingdatabase.com/competitions-view?id=120819","2023-10-14-Raleighwood Rumble"
2023-10-14,"Stay in Your Lane Thrasher","Local","NY-2023-17","New York","https://usapl.liftingdatabase.com/competitions-view?id=120820","2023-10-14-Stay in Your Lane Thrasher"
2023-10-14,"Anniversary Chaos","Local","VA-2023-10","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=120822","2023-10-14-Anniversary Chaos"
2023-10-14,"Chi-Town Showdown","Local","IL-2023-08","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=120824","2023-10-14-Chi-Town Showdown"
2023-10-14,"Jacked O'Lantern Open","Local","WI-2023-18","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=120825","2023-10-14-Jacked O'Lantern Open"
2023-10-14,"Hidden Strength Showdown","Local","CA-2023-28","California","https://usapl.liftingdatabase.com/competitions-view?id=120827","2023-10-14-Hidden Strength Showdown"
2023-10-14,"Maryland Death by Iron","Local","MD-2023-07","Maryland","https://usapl.liftingdatabase.com/competitions-view?id=120828","2023-10-14-Maryland Death by Iron"
2023-10-14,"Iron Pumpkin Brawl","Local","PA-2023-31","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=120830","2023-10-14-Iron Pumpkin Brawl"
2023-10-08,"Windy City Open","Local","IL-2023-09","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=120816","2023-10-08-Windy City Open"
2023-10-07,"Avengers Monsters Smash II","Local","PA-2023-30","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=120800","2023-10-07-Avengers Monsters Smash II"
2023-10-07,"Culnan Classic","Local","NY-2023-16","New York","https://usapl.liftingdatabase.com/competitions-view?id=120801","2023-10-07-Culnan Classic"
2023-10-07,"Night of the Living Deadlift","Local","LA-2023-12","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=120802","2023-10-07-Night of the Living Deadlift"
2023-10-07,"Oregon Open","Local","OR-2023-02","Oregon","https://usapl.liftingdatabase.com/competitions-view?id=120803","2023-10-07-Oregon Open"
2023-10-07,"Boro Battle","Local","GA-2023-15","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=120804","2023-10-07-Boro Battle"
2023-10-07,"Battle in the Valley","Local","OH-2023-14","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120805","2023-10-07-Battle in the Valley"
2023-10-07,"Alamo City Rookie Rumble","Local","TX-2023-40","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120808","2023-10-07-Alamo City Rookie Rumble"
2023-10-07,"Missouri River Open","Local","MO-2023-05","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=120810","2023-10-07-Missouri River Open"
2023-10-07,"UAP Showdown","Local","MI-2023-10","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=120823","2023-10-07-UAP Showdown"
2023-10-07,"West Texas Open 5","Local","TX-2023-44","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120829","2023-10-07-West Texas Open 5"
2023-10-01,"Whippany Athletic Metal War","Local","NJ-2023-06","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=120814","2023-10-01-Whippany Athletic Metal War"
2023-09-30,"2023 Spartan Raw Fall Brawl","Local","WI-2023-19","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=120925","2023-09-30-2023 Spartan Raw Fall Brawl"
2023-09-30,"Northwoods Showdown II","Local","WI-2023-14","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=120794","2023-09-30-Northwoods Showdown II"
2023-09-30,"Beer City Brawl","Local","NC-2023-08","North Carolina","https://usapl.liftingdatabase.com/competitions-view?id=120795","2023-09-30-Beer City Brawl"
2023-09-30,"Battle at Bull Run","Local","VA-2023-19","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=120798","2023-09-30-Battle at Bull Run"
2023-09-30,"Philly Special","Local","PA-2023-20","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=120799","2023-09-30-Philly Special"
2023-09-30,"2L2Q Classic","Local","AL-2023-03","Alabama","https://usapl.liftingdatabase.com/competitions-view?id=120811","2023-09-30-2L2Q Classic"
2023-09-30,"East coast Open II","Local","FL-2023-21","Florida","https://usapl.liftingdatabase.com/competitions-view?id=120826","2023-09-30-East coast Open II"
2023-09-24,"New England Strength Solstice","Local","MA-2023-10","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=120784","2023-09-24-New England Strength Solstice"
2023-09-24,"Heavy Metal Classic","Local","NJ-2023-07","New Jersey","https://usapl.liftingdatabase.com/competitions-view?id=120789","2023-09-24-Heavy Metal Classic"
2023-09-23,"Mo-Kan Border War","Local","MO-2023-08","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=120864","2023-09-23-Mo-Kan Border War"
2023-09-23,"Spokane Rookie Competition","Local","WA-2023-07","Washington","https://usapl.liftingdatabase.com/competitions-view?id=120783","2023-09-23-Spokane Rookie Competition"
2023-09-23,"Iron Wars","Local","TX-2023-26","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120791","2023-09-23-Iron Wars"
2023-09-23,"Connecticut Fall Classic","Local","CT-2023-04","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=120797","2023-09-23-Connecticut Fall Classic"
2023-09-16,"Honam ASSEMBLE!","Local","KOR-2023-06","South Korea","https://usapl.liftingdatabase.com/competitions-view?id=120769","2023-09-16-Honam ASSEMBLE!"
2023-09-16,"Orlando Powerfest","Local","FL-2023-16","Florida","https://usapl.liftingdatabase.com/competitions-view?id=120788","2023-09-16-Orlando Powerfest"
2023-09-10,"War at the Workshop","Local","NY-2023-27","New York","https://usapl.liftingdatabase.com/competitions-view?id=120771","2023-09-10-War at the Workshop"
2023-09-09,"OneUp Barbell Bash","Local","NE-2023-07","Nebraska","https://usapl.liftingdatabase.com/competitions-view?id=120761","2023-09-09-OneUp Barbell Bash"
2023-09-09,"Virginia Fall Finale","Local","VA-2023-09","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=120763","2023-09-09-Virginia Fall Finale"
2023-09-09,"Mckendree University Bearcat Classic","Local","IL-2023-10","Illinois","https://usapl.liftingdatabase.com/competitions-view?id=120764","2023-09-09-Mckendree University Bearcat Classic"
2023-09-09,"LLS Space City Bash","Local","TX-2023-46","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120765","2023-09-09-LLS Space City Bash"
2023-09-09,"Lifting the House","Local","GA-2023-10","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=120766","2023-09-09-Lifting the House"
2023-09-09,"Staying Alive Championships II","Local","CO-2023-04","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=120767","2023-09-09-Staying Alive Championships II"
2023-09-09,"Rochester Rumble V","Local","NY-2023-11","New York","https://usapl.liftingdatabase.com/competitions-view?id=120768","2023-09-09-Rochester Rumble V"
2023-09-09,"BATTLE ON THE BORDER","Local","NC-2023-01","North Carolina","https://usapl.liftingdatabase.com/competitions-view?id=120782","2023-09-09-BATTLE ON THE BORDER"
2023-09-03,"Indiana Fall Brawl","Local","IN-2023-05","Indiana","https://usapl.liftingdatabase.com/competitions-view?id=120756","2023-09-03-Indiana Fall Brawl"
2023-09-03,"Ohio Summer Showdown","Local","OH-2023-13","Ohio","https://usapl.liftingdatabase.com/competitions-view?id=120757","2023-09-03-Ohio Summer Showdown"
2023-09-02,"Bon Temps RAW Power Challenge","Local","LA-2023-07","Louisiana","https://usapl.liftingdatabase.com/competitions-view?id=120755","2023-09-02-Bon Temps RAW Power Challenge"
2023-09-02,"Stars And Stripes Open","Local","WI-2023-05","Wisconsin","https://usapl.liftingdatabase.com/competitions-view?id=120758","2023-09-02-Stars And Stripes Open"
2023-09-02,"CT Rookies Represent","Local","CT-2023-10","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=120760","2023-09-02-CT Rookies Represent"
2023-09-02,"Wahine Open & Kane Classic","Local","HI-2023-05","Hawaii","https://usapl.liftingdatabase.com/competitions-view?id=120792","2023-09-02-Wahine Open & Kane Classic"
2023-08-27,"Summer End","Local","WA-2023-05","Washington","https://usapl.liftingdatabase.com/competitions-view?id=120747","2023-08-27-Summer End"
2023-08-26,"Virginia Heat","Local","VA-2023-15","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=120748","2023-08-26-Virginia Heat"
2023-08-26,"Mighty Mick's Classic","Local","PA-2023-19","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=120749","2023-08-26-Mighty Mick's Classic"
2023-08-26,"Florida Man Classic","Local","FL-2023-17","Florida","https://usapl.liftingdatabase.com/competitions-view?id=120750","2023-08-26-Florida Man Classic"
2023-08-26,"Absolute Recomp Rookie Meet","Local","TX-2023-25","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120751","2023-08-26-Absolute Recomp Rookie Meet"
2023-08-20,"Urban Powerhouse Open","Local","MA-2023-12","Massachusetts","https://usapl.liftingdatabase.com/competitions-view?id=120739","2023-08-20-Urban Powerhouse Open"
2023-08-20,"Alaska State Fair Showdown","Local","AK-2023-04","Alaska","https://usapl.liftingdatabase.com/competitions-view?id=120754","2023-08-20-Alaska State Fair Showdown"
2023-08-19,"North Texas Open","Local","TX-2023-41","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120737","2023-08-19-North Texas Open"
2023-08-19,"Paragon Open III","Local","AUS-2023-27","Australia","https://usapl.liftingdatabase.com/competitions-view?id=120738","2023-08-19-Paragon Open III"
2023-08-19,"AAO Battle","Local","CA-2023-24","California","https://usapl.liftingdatabase.com/competitions-view?id=120743","2023-08-19-AAO Battle"
2023-08-19,"Tournament of Power","Local","MI-2023-06","Michigan","https://usapl.liftingdatabase.com/competitions-view?id=120744","2023-08-19-Tournament of Power"
2023-08-19,"Philadelphia Summer Showdown","Local","PA-2023-03","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=120745","2023-08-19-Philadelphia Summer Showdown"
2023-08-19,"2nd Annual Power of Rise","Local","TX-2023-22","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120752","2023-08-19-2nd Annual Power of Rise"
2023-08-12,"Jefferson Barbell Classic","Local","NY-2023-20","New York","https://usapl.liftingdatabase.com/competitions-view?id=120724","2023-08-12-Jefferson Barbell Classic"
2023-08-12,"Summer Sizzle","Local","ME-2022-04","Maine","https://usapl.liftingdatabase.com/competitions-view?id=120725","2023-08-12-Summer Sizzle"
2023-08-12,"Stillwater Showdown","Local","OK-2023-03","Oklahoma","https://usapl.liftingdatabase.com/competitions-view?id=120728","2023-08-12-Stillwater Showdown"
2023-08-12,"TruBorn Knockout","Local","GA-2023-12","Georgia","https://usapl.liftingdatabase.com/competitions-view?id=120729","2023-08-12-TruBorn Knockout"
2023-08-12,"Lioness Arise","Local","NC-2023-04","North Carolina","https://usapl.liftingdatabase.com/competitions-view?id=120733","2023-08-12-Lioness Arise"
2023-08-12,"Ozark Mountain Classic","Local","MO-2023-07","Missouri","https://usapl.liftingdatabase.com/competitions-view?id=120741","2023-08-12-Ozark Mountain Classic"
2023-08-06,"Apex Strong Open I","Local","AUS-2023-22","Australia","https://usapl.liftingdatabase.com/competitions-view?id=120833","2023-08-06-Apex Strong Open I"
2023-08-06,"Mulch Making Rookie Madness","Local","NY-2023-04","New York","https://usapl.liftingdatabase.com/competitions-view?id=120719","2023-08-06-Mulch Making Rookie Madness"
2023-08-06,"Colorado Summertime Showdown","Local","CO-2023-08","Colorado","https://usapl.liftingdatabase.com/competitions-view?id=120720","2023-08-06-Colorado Summertime Showdown"
2023-08-06,"Blazing Sun","Local","FL-2023-13","Florida","https://usapl.liftingdatabase.com/competitions-view?id=120722","2023-08-06-Blazing Sun"
2023-08-05,"RVA Iron Barbell Classic","Local","VA-2023-11","Virginia","https://usapl.liftingdatabase.com/competitions-view?id=120715","2023-08-05-RVA Iron Barbell Classic"
2023-08-05,"Battle on the Border","Local","TX-2023-20","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120717","2023-08-05-Battle on the Border"
2023-08-05,"STS Sunset Showdown","Local","CA-2023-22","California","https://usapl.liftingdatabase.com/competitions-view?id=120721","2023-08-05-STS Sunset Showdown"
2023-08-05,"Dennis Gleason Memorial","Local","CT-2023-03","Connecticut","https://usapl.liftingdatabase.com/competitions-view?id=120731","2023-08-05-Dennis Gleason Memorial"
2023-08-05,"Waco Wars","Local","TX-2023-36","Texas","https://usapl.liftingdatabase.com/competitions-view?id=120736","2023-08-05-Waco Wars"
2023-07-30,"P3 No Mercy","Local","PA-2023-29","Pennsylvania","https://usapl.liftingdatabase.com/competitions-view?id=120710","2023-07-30-P3 No Mercy"
2023-07-29,"Kilo for Veterans","Local","WY-2023-05","Wyoming","https://usapl.liftingdatabase.com/competitions-view?id=120708","2023-07-29-Kilo for Veterans"
